Article_ID,Sentence
3,"Arguably its greatest product is the iPhone, which generates 85% of Cupertino's operating profits and 48% of its revenue."
3,"Yet it has a strong presence across many gadgets, including computers and wearables."
3,"The Apple Watch has more than twice the market share of its nearest rival, for example."
3,"The tech giant now has an installed base of more than 2 billion active devices, or double what it was seven years ago."
3,"Where Apple will likely be seeing future growth, however, is in services."
3,"The segment just achieved record revenue this past quarter, hitting $20.8 billion, or almost 18% of total sales."
3,"Margins for the services business are also generous, representing around 70% of revenue."
3,"Although Wall Street seems to write off Apple every time there's a bump in the road, there may be a lot more success ahead for this growth-oriented tech stock."
3,Image source: Tesla.
3,"Tesla
Wood seems to have a love-hate relationship with Tesla (NASDAQ: TSLA) as she is forever buying and selling the stock."
3,"Even so, it is the largest holding across her ETFs, representing almost 7.9% of the total."
3,"At last count, she owned over 5 million shares, making it a billion-dollar holding for her funds."
3,"Yet, her holdings seem to track the rise and fall in the electric car stock itself, which not that long ago had a $1 trillion market valuation only to see it implode and lose over 60% of its value."
3,"It's marching higher once more as auto sales rose 35%, but questions remain about how sustainable that growth is."
3,"Tesla cut prices, which may help to juice sales further, but it will reduce revenue and profit margins in the process."
3,"The automaker maintains that gross margins, however, will still exceed 20%, which is better than its rivals."
3,"EVs will have a rough road ahead, no matter what."
3,"Challenges include dependence on tax credits to boost consumer demand; a shaky national electric grid that will only be stressed more as new EVs are sold; more manufacturers chasing finite resources, which will increase costs; and an increasingly competitive international marketplace."
3,"Tesla remains the leading EV maker by far, but analysts see Ford and General Motors surpassing it sooner rather than later."
3,"It still has a place in the market, but growth may be lumpier and take longer to achieve than what investors hope."
3,Buffett or Wood?
3,Buying into Buffett's Berkshire Hathaway means its performance will be heavily swayed by how Apple's stock performs.
3,"Buffett's second top pick, Chevron, has just a 10% position in the portfolio and won't influence its returns nearly as much as Apple."
3,"While Tesla commands Wood's top spot, four more stocks are not far behind with around a 5% or so weighting in her portfolio."
3,No one company will unduly sway returns and it comes down to her stock-picking prowess.
3,Individual investors need to determine their own appetite for risk and decide whether they find themselves more on Team Buffett or Team Wood.
3,"10 stocks we like better than Apple
When our award-winning analyst team has a stock tip, it can pay to listen."
3,"After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market.*
They just revealed what they believe are the ten best stocks for investors to buy right now..."
3,and Apple wasn't one of them!
3,That's right -- they think these 10 stocks are even better buys.
3,"See the 10 stocks
*Stock Advisor returns as of February 8, 2023
Rich Duprey has positions in Chevron."
3,"The Motley Fool has positions in and recommends Apple, Berkshire Hathaway, and Tesla."
3,"The Motley Fool recommends General Motors and recommends the following options: long January 2025 $25 calls on General Motors, long March 2023 $120 calls on Apple, and short March 2023 $130 calls on Apple."
3,The Motley Fool has a disclosure policy.
3,"The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
4,"What happened
Shares of Tesla (NASDAQ: TSLA) are reacting to an overnight report on how it it planning to ensure it has the raw materials to continue to lead the EV market as it grows."
4,The report has Tesla shares jumping in early trading.
4,"As of 11:03 a.m. ET, the stock was up 3.5%."
4,"So what
Tesla has plans to add another battery supplier, and it is one of the largest EV makers in China, according to CNBC."
4,"That supplier, Chinese automaker BYD, is also a company Warren Buffett likes."
4,Buffett's Berkshire Hathaway owned 225 million shares of BYD as of Dec.
4,"31, 2021, representing a 7.7% ownership stake in the company."
4,"The report quoted BYD Vice President Lian Yubo as saying his company is ""now good friends"" with Tesla CEO Elon Musk, and that BYD is ready to supply batteries to Tesla soon."
4,Image source: Tesla.
4,"Now what
BYD sold more than 740,000 electric and fossil-fuel-based vehicles combined last year."
4,"Its new-energy-vehicle production -- which includes both plug-in hybrid and battery electric cars -- more than tripled year over year in 2021, to more than 600,000."
4,"That makes it a direct competitor to Tesla, which also has a manufacturing plant in the largest global EV market."
4,"While vehicle production was a much larger portion of its sales, battery sales represented about 7.3% of total revenue in 2021."
4,"The alignment makes for an interesting combination, as its other battery suppliers are not competing directly with Tesla for vehicle sales."
4,"But Musk knows EV competition is heating up, and one of the supply chain restrictions could be battery supply in coming years."
4,Investors are cheering the news that Tesla is thinking ahead to be able to supply its growing manufacturing volume with a necessary part that might be in short supply for many EV makers.
4,"Find out why Tesla is one of the 10 best stocks to buy now
Our award-winning analyst team has spent more than a decade beating the market."
4,"After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market.*
They just revealed their ten top stock picks for investors to buy right now."
4,Tesla is on the list -- but there are nine others you may be overlooking.
4,Click here to get access to the full list!
4,"*Stock Advisor returns as of June 2, 2022
Howard Smith has positions in BYD and Berkshire Hathaway (B shares)."
4,"The Motley Fool has positions in and recommends BYD, Berkshire Hathaway (B shares), and Tesla."
4,"The Motley Fool recommends the following options: long January 2023 $200 calls on Berkshire Hathaway (B shares), short January 2023 $200 puts on Berkshire Hathaway (B shares), and short January 2023 $265 calls on Berkshire Hathaway (B shares)."
4,The Motley Fool has a disclosure policy.
4,"The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
5,"On Monday afternoon, universally recognized investor, chairman, and CEO of Berkshire Hathaway BRK.B Warren Buffett issued a direct challenge to Republican Presidential nominee Donald Trump."
5,"He wants Trump to meet with him, bring his tax returns, and let the public inquire about the filings."
5,"For some time now, Trump has resisted releasing his returns, citing that he is ""being audited by the IRS."" However, Buffett responded by stating that he too is being audited, and that it is not a reason to avoid disclosing his returns."
5,"For the last 40 years, every major party presidential candidate has released their tax returns, so it is fishy to some that Trump remains hesitant in doing so."
5,"The so-called ""Oracle of Omaha"" and the Donald have differing ideologies on quite a few things."
5,"Both also stand in different positions socially, as well as in terms of net worth, and influence, although some of these can be a bit subjective."
5,Let's break down just how unlike each other these two are.
5,"The Battle for Attention
For years now, Donald Trump has found some way to stay in the spotlight."
5,"With interviews spanning back to the 80s to his controversial show, The Apprentice , which he was on from 2004 until 2015, Trump has done much to stay relevant in the public domain."
5,"He has filmography spanning back to 1985, and as recently as 2015 hosted an episode of Saturday Night Live ."
5,"Trump also owned part or all of the Miss Universe, Miss USA, and Miss Teen USA pageants, which has had its own share of controversy as well."
5,"In this regard, there is a stark difference between Trump and Buffett, who according to his biographer used to throw up before public speaking, and ""arranged my life so that I never had to get up in front of anybody.""
Given his recent speech introducing Hillary Clinton and calling out Trump on his taxes, we know Buffett is no longer the stranger to public speaking that he once was."
5,"Overall, Buffett has never done much to bring himself into the spotlight."
5,"Although making public appearances here and there, to speak about the market, endorse a candidate, or serve as an economic adviser, Buffett is not as hungry for attention as his counterpart."
5,"Path to Wealth
In 1975, Donald Trump inherited a real estate business from his father, Fred Trump."
5,"At the time of inheritance, the business was worth $40 million."
5,"He claims his current net worth to stand at around $10 billion, although there is some disagreement over that number."
5,"Between then and now, Trump has grown his business through building his brand name hotels and towers across different parts of the U.S. First, he concentrated entirely on New York, which was quite the gamble, but has since built properties on both coasts of the U.S. and in between, Canada, Panama, Mumbai, the Philippines, and other countries as well."
5,Trump has also concentrated on building his brand through his dedication to remaining in view of the public (as discussed above).
5,"The son of a Republican Congressman, Warren Buffett's life as an entrepreneur began quite early, when as a child he sold chewing gum, soda bottles, and weekly magazines door-to-door."
5,The world knows him for purchasing Berkshire Hathaway.
5,"He gained control of the company in 1964 as a textile business, which he soon cut and expanded into the insurance industry."
5,"In the years since, Berkshire Hathaway has acquired and holds stakes in many major companies."
5,"Much of Buffett's estimated $63.3 billion net worth comes from his holdings in Berkshire Hathaway, which manages a portfolio worth over $132 billion."
5,"His company has grown over 1.8 million percent since Buffett took over, yet another testament to his legendary reputation."
5,What Kind of Influence Do Each Have?
5,"On the topic of influence, both that of Trump and Buffett are massive in their own regard."
5,"Over the years, Buffett has been the subject of countless studies, books, and a shift in the way that many approach investing."
5,"His ""value investing"" methodology has gained many supporters, followers, and practitioners."
5,"Buffett has also pledged to donate 99% of his worth to charity, an impact that is currently immeasurable due to the vast amount of uses that money can have in the future."
5,"Furthermore, the market responds to Buffett's movements."
5,"When Buffett announces a stake in a company, its stocks soar, which goes to show how much people value his expertise."
5,Donald Trump has had a monstrous amount of influence as well.
5,"Between making his catchphrase ""you're fired"" resonate in households across the nation to now becoming the Republican presidential nominee, Trump has become quite well-known."
5,"The ethicality of his influence is not for me to comment on, but he has done much to bring disgruntled Americans out of the woodwork and onboard to support his message."
5,"Bottom Line
Warren Buffett and Donald Trump are very different people, in just about every way."
5,"Both have made names for themselves, are some of the wealthiest on Earth, and are influential enough to have articles written about them."
5,"One thing's for sure, and that is that both names will show up in history books, although under different pretenses."
5,Want the latest recommendations from Zacks Investment Research?
5,"Today, you can download 7 Best Stocks for the Next 30 Days ."
5,"Click to get this free report >>
Want the latest recommendations from Zacks Investment Research?"
5,"Today, you can download 7 Best Stocks for the Next 30 Days."
5,"Click to get this free report
BERKSHIRE HTH-B (BRK.B): Free Stock Analysis Report
To read this article on Zacks.com click here."
5,"Zacks Investment Research
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
5,"The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
6,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips
I have to admit, it’s a little intimidating to be writing about Berkshire Hathaway (NYSE:BRK.B)."
6,I know Warren Buffett is just a man.
6,But the man has been wildly successful and made plenty of others wealthy along the way.
6,So what can I possibly add to the discussion about Berkshire Hathaway stock?
6,"Source: Jonathan Weiss / Shutterstock.com
It seems there are some traders who are getting a tad bit miffed at Mr. Buffett."
6,He didn’t go on a buying spree back in May.
6,But I think it’s time to follow some advice that would help in other aspects of life.
6,And that is sometimes people will honestly tell you exactly what their intentions are.
6,"In the case of Buffett, he’s told investors he isn’t buying because he doesn’t think there’s anything of value to buy."
6,And maybe he’s right.
6,The market has been full of FOMO this year.
6,Investors are lamenting the run-up in stock prices.
6,And many of those same investors are chasing anything that shows a smidge of movement.
6,Why Is Berkshire Hathaway Stock Underperforming?
6,"In my opinion, the underperformance of Berkshire Hathaway stock (at least this year) is due to Buffett simply sitting things out."
6,"7 Stocks to Buy to Finish 2020 With a Bang
“We have not done anything, because we don’t see anything that attractive to do,” the Oracle of Omaha quipped during the company’s May shareholder’s meeting."
6,"“Now that could change very quickly or it may not change.”
As traders frequently point out in chat rooms, Buffett is sitting on a pile of cash."
6,"At the end of the first quarter, the company had a record $137 billion in cash and equivalent instruments on the balance sheet."
6,But another reason why the stock may be underperforming is that five stocks make up over 75% of its holdings.
6,"Those stocks are Apple (NASDAQ:AAPL), Bank of America (NYSE:BAC), Coca-Cola (NYSE:KO), American Express (NYSE:AXP) and Kraft Heinz (NASDAQ:KHC)."
6,In fact Apple counts for almost half of Berkshire’s invested assets.
6,And how are these stocks performing?
6,"Apple – up 54%
Bank of America – down 33%
Coca-Cola – down 9.7%
American Express – down -18.5%
Kraft Heinz – flat
So I guess from that perspective investors might be glad Berkshire Hathaway stock is “only” down about 8% for the year (at the time of this writing)."
6,"Let the Buyer Beware
There is a saying about learning the lessons of history."
6,"In this case, investors of a certain age can remember the dot-com bubble."
6,"But many investors today, particularly the aggressive day traders and Robinhood traders were barely alive."
6,They certainly aren’t conditioned to believe that stocks don’t have a divine right to always move higher.
6,I’m not boldly calling for a bear market.
6,I am pointing out that many people were calling a bubble before the pandemic hit.
6,Yes the air came out of the market in March.
6,But that was overdone.
6,"And so, dare I say it, may be the melt up."
6,And maybe all Buffett is signaling is what he’s always signaled.
6,Buy companies for the long-term.
6,He’s certainly doing that.
6,And look for companies that are undervalued.
6,He’s apparently not seeing a lot of that.
6,Electric vehicle (EV) stocks are moving higher just because they have something to do with EVs. Some zombie stocks are being kept alive by investors who are taking a moonshot on rockets that have no fuel.
6,Buffett has famously said to buy when others are fearful.
6,But the opposite is also true.
6,"Buffett is not bearish on stocks, but seems to be making it clear, it’s time for caution."
6,That seems like good advice as we head into the rest of an already crazy year.
6,"So instead of wondering what’s wrong with Berkshire Hathaway stock, maybe it’s time to look at what’s right."
6,On the date of publication Chris Markoch did not have (either directly or indirectly) any positions in the securities mentioned in this article.
6,Chris Markoch is a freelance financial copywriter who has been covering the market for over six years.
6,He has been writing for Investor Place since 2019.
6,"More From InvestorPlace
Forget The Election… Pick These Stocks for the Win in 2021
Why Everyone Is Investing in 5G All WRONG
America’s #1 Stock Picker Reveals His Next 1,000% Winner
Revolutionary Tech Behind 5G Rollout Is Being Pioneered By This 1 Company
The post Berkshire Hathaway Stock Is Telling Investors Exactly What Buffett Wants appeared first on InvestorPlace."
6,"The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc."
7,Snowflake's (NYSE: SNOW) expanding margins and impressive revenue retention make it a stock worth watching.
7,"In this clip from ""IPO & SPAC Show"" on Motley Fool Live, recorded on April 11, Motley Fool contributor Danny Vena discusses the performance and financials of Snowflake, along with what differentiates the data warehousing company from competitors."
7,"{% sfr %}
Danny Vena: Now Snowflake, just leave the slide up here, what Snowflake does is they are a data warehouse."
7,"One of the things that they do is they allow enterprise customers to draw data from old enterprise systems, pull it into one place where they can actually then use that data to gain insights."
7,"Similar to what Palantir (NYSE: PLTR) does, but there's more of a storage capacity as well."
7,Now what differentiates Snowflake from some other companies is it's not technically a software-as-a-service business.
7,"SaaS businesses, we know that these companies use this software-as-a-service."
7,What's different about Snowflake is the fact that they are a use-based business.
7,Customers pay on an as-you-go basis for the time and the data that they use.
7,I think one of the biggest things that's working in Snowflake's favor is the digital transformation is ongoing and we are creating new data at a remarkable clip.
7,"The ability to not only store that data, warehouse that data, but also draw meaningful insights from that data is important."
7,The software doubled on its first day of trading.
7,Early investors were Berkshire Hathaway (NYSE: BRK.A) (NYSE: BRK.B) and Salesforce (NYSE: CRM).
7,"Most recently, and this is key here, this is a year after their IPO, revenue still doubled year-over-year in the most recent quarter, and the company's margins are expanding."
7,"Now you look at remaining performance obligation, an important metric that Jason touched on earlier, which is revenue that's contractually obligated but hasn't been booked into revenue yet."
7,"That also doubled, which means that sometime over the course of the next year, they're going to book that into revenue, which bodes well for future growth."
7,The company also just said that the most recent quarter was their largest bookings quarter ever.
7,"They're still growing customers hand over fist and their most valuable customers are growing at three times the rate, almost four times the rate of their regular customer growth."
7,"Revenue retention is remarkable, customers spent 78% more this year than last year."
7,Their free cash flow went up by 10x.
7,This is a company that I find to be pretty fascinating overall.
7,"It's been able to keep up the level of growth that they did at the time of their IPO, which is not something that you've seen very much from other companies."
7,10 stocks we like better than Snowflake Inc.
7,"When our award-winning analyst team has a stock tip, it can pay to listen."
7,"After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market.*
They just revealed what they believe are the ten best stocks for investors to buy right now..."
7,and Snowflake Inc.
7,wasn't one of them!
7,That's right -- they think these 10 stocks are even better buys.
7,"See the 10 stocks
*Stock Advisor returns as of April 7, 2022
Danny Vena owns Palantir Technologies Inc."
7,and Snowflake Inc.
